"text","year","month","day","hour","created","source","favoriteCount","retweetCount","picture","exclamation","hashtag"
"""@EazyMF_E: @realDonaldTrump Many people are now saying you will be an extremely successful president! #MakeAmericaGreatAgain""  Thank you!",2016,12,17,8,2016-12-17 13:07:22,"Android",35282,7111,"No picture/link","Yes","Yes"
"Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!",2016,12,17,8,2016-12-17 13:05:02,"Android",36105,6427,"No picture/link","Yes","No"
"Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch:… https://t.co/3vgtzSJsFu",2016,12,16,22,2016-12-17 03:52:01,"iPhone",43419,11091,"Picture/link","Yes","Yes"
"#ThankYouTour2016 

Tonight- Orlando, Florida 
Tickets: https://t.co/JwQeccp79N

Tomorrow- Mobile, Alabama
Tickets:… https://t.co/Cq5AwcuzT9",2016,12,16,11,2016-12-16 16:54:28,"iPhone",27853,7050,"Picture/link","No","Yes"
"Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?",2016,12,16,6,2016-12-16 11:09:19,"Android",109715,33701,"No picture/link","No","No"
"Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS… https://t.co/yB6u5FEfHq",2016,12,15,20,2016-12-16 01:32:56,"iPhone",38248,8932,"Picture/link","Yes","No"
"Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 
Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C",2016,12,15,17,2016-12-15 22:27:16,"iPhone",22312,5585,"Picture/link","Yes","Yes"
"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?",2016,12,15,9,2016-12-15 14:24:29,"iPhone",124558,40876,"No picture/link","No","No"
"The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!",2016,12,15,8,2016-12-15 13:28:54,"Android",61065,13834,"No picture/link","Yes","No"
"Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!",2016,12,15,8,2016-12-15 13:09:14,"Android",57235,10774,"No picture/link","Yes","No"
"Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!",2016,12,15,8,2016-12-15 13:05:55,"Android",37514,8948,"No picture/link","Yes","No"
"Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch:… https://t.co/iEGWZLuiFE",2016,12,13,22,2016-12-14 03:48:55,"iPhone",42777,9715,"Picture/link","Yes","No"
"Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama! 
#ThankYouTour2016 

Tickets:… https://t.co/1RFmKCMgyw",2016,12,13,16,2016-12-13 21:33:53,"iPhone",23450,6267,"Picture/link","Yes","Yes"
"The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.",2016,12,13,7,2016-12-13 12:44:06,"Android",59134,14706,"No picture/link","No","No"
"Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!",2016,12,13,6,2016-12-13 11:57:35,"Android",78055,18319,"No picture/link","Yes","No"
"I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.",2016,12,13,6,2016-12-13 11:43:38,"Android",77246,23238,"No picture/link","No","No"
"I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!",2016,12,12,23,2016-12-13 04:41:33,"Android",47402,10490,"No picture/link","Yes","No"
"Presidency. Two of my children, Don and Eric, plus executives, will manage them. No new deals will be done during my term(s) in office.",2016,12,12,23,2016-12-13 04:32:01,"Android",43117,9738,"No picture/link","No","No"
"Even though I am not mandated by law to do so, I will be leaving my busineses before January 20th so that I can focus full time on the......",2016,12,12,23,2016-12-13 04:26:13,"Android",56157,12137,"No picture/link","No","No"
"I will be making my announcement on the next Secretary of State tomorrow morning.",2016,12,12,19,2016-12-13 00:33:05,"Android",63475,16765,"No picture/link","No","No"
"The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!",2016,12,12,18,2016-12-12 23:40:48,"Android",105422,29755,"No picture/link","Yes","No"
"#ThankYouTour2016 

Tue: West Allis, WI. 

Thur: Hershey, PA. 

Fri: Orlando, FL. 

Sat: Mobile, AL. 

Tickets:… https://t.co/OJ8S7iVzFx",2016,12,12,17,2016-12-12 22:25:52,"iPhone",27116,7831,"Picture/link","No","Yes"
"The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.",2016,12,12,8,2016-12-12 13:26:13,"Android",60407,16418,"No picture/link","No","No"
"Unless you catch ""hackers"" in the act, it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?",2016,12,12,8,2016-12-12 13:21:20,"Android",60269,15861,"No picture/link","No","No"
"Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!",2016,12,12,8,2016-12-12 13:17:54,"Android",108629,34400,"No picture/link","Yes","No"
"Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!",2016,12,11,20,2016-12-12 01:02:14,"Android",72347,20013,"No picture/link","Yes","No"
"Will be interviewed on @FoxNews at 10:00 P.M. Enjoy!",2016,12,11,19,2016-12-12 00:32:28,"Android",27972,5404,"No picture/link","Yes","No"
"Whether I choose him or not for ""State""- Rex Tillerson, the Chairman &amp; CEO of ExxonMobil, is a world class player and dealmaker. Stay tuned!",2016,12,11,10,2016-12-11 15:29:10,"Android",52659,12352,"No picture/link","Yes","No"
"I spent Friday campaigning with John Kennedy, of the Great State of Louisiana, for the U.S.Senate. The election is over - JOHN WON!",2016,12,11,8,2016-12-11 13:51:47,"Android",51280,9888,"No picture/link","Yes","No"
"Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience, and congrats to Army!",2016,12,11,8,2016-12-11 13:12:06,"Android",79451,13150,"No picture/link","Yes","No"
"I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!",2016,12,11,7,2016-12-11 12:56:18,"Android",30282,5646,"No picture/link","Yes","No"
"October 2015 - thanks Chris Wallace @FoxNewsSunday! https://t.co/VEsgPcWq7z",2016,12,10,14,2016-12-10 19:09:13,"iPhone",27798,7256,"Picture/link","Yes","No"
"A very interesting read. Unfortunately, so much is true.
https://t.co/ER2BoM765M",2016,12,10,9,2016-12-10 14:14:23,"iPhone",31642,12421,"Picture/link","No","No"
"Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!",2016,12,10,9,2016-12-10 14:11:49,"iPhone",75305,25306,"No picture/link","Yes","No"
"As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!",2016,12,10,7,2016-12-10 12:38:24,"Android",106735,18728,"No picture/link","Yes","No"
"I have NOTHING to do with The Apprentice except for fact that I conceived it with Mark B &amp; have a big stake in it. Will devote ZERO TIME!",2016,12,10,6,2016-12-10 11:27:22,"Android",49896,11308,"No picture/link","Yes","No"
".@RudyGiuliani, one of the finest people I know and a former GREAT Mayor of N.Y.C., just took himself out of consideration for ""State"".",2016,12,10,6,2016-12-10 11:19:24,"Android",30241,7202,"No picture/link","No","No"
"Thank you Michigan. We are going to bring back your jobs &amp; together, we will MAKE AMERICA GREAT AGAIN!
Watch:… https://t.co/EyLOo26FqW",2016,12,9,22,2016-12-10 03:30:50,"iPhone",38334,9166,"Picture/link","Yes","No"
"Thank you Louisiana! Get out &amp; vote for John Kennedy tomorrow. Electing Kennedy will help enact our agenda on behal… https://t.co/sHXeyreEZI",2016,12,9,17,2016-12-09 22:13:21,"iPhone",36504,9075,"Picture/link","Yes","No"
"Join me live in Louisiana! Tomorrow, we need you to go to the polls &amp; send John Kennedy to the U.S. Senate. https://t.co/O0jtz0BKeL",2016,12,9,14,2016-12-09 19:42:30,"iPhone",23105,5365,"Picture/link","Yes","No"
"THANK YOU IOWA!
#ThankYouTour2016 https://t.co/v6EB2OQMeO",2016,12,8,22,2016-12-09 03:02:04,"iPhone",40817,9446,"Picture/link","Yes","Yes"
"Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: https://t.co/2UTwAg5V87",2016,12,8,18,2016-12-08 23:12:11,"iPhone",21087,5915,"Picture/link","Yes","Yes"
"On my way to Des Moines, Iowa- will see you soon with @mike_pence. Join us! Tickets: https://t.co/1IuRTVwMSx #ThankYouTour2016",2016,12,8,17,2016-12-08 22:55:24,"iPhone",21927,4088,"Picture/link","Yes","Yes"
"Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.",2016,12,8,16,2016-12-08 21:15:52,"iPhone",95677,20239,"No picture/link","No","No"
"If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues",2016,12,7,20,2016-12-08 01:56:40,"Android",57504,14099,"No picture/link","No","No"
"Chuck Jones, who is President of United Steelworkers 1999, has done a terrible job representing workers. No wonder companies flee country!",2016,12,7,19,2016-12-08 00:41:48,"Android",50047,12860,"No picture/link","Yes","No"
"Join me tomorrow in Des Moines, Iowa with Vice President-Elect @mike_pence - at 7:00pm!
#ThankYouTour2016 #MAGA… https://t.co/Geq6sT70IT",2016,12,7,14,2016-12-07 19:37:32,"iPhone",27369,6342,"Picture/link","Yes","Yes"
"We pause today to remember the 2,403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago...
https://t.co/r5eRLR24Q3",2016,12,7,13,2016-12-07 18:38:00,"iPhone",77437,18625,"Picture/link","No","No"
"I will be interviewed on the @TODAYshow at 7:30. Enjoy!",2016,12,7,7,2016-12-07 12:18:56,"Android",32307,5356,"No picture/link","Yes","No"
"A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA",2016,12,6,22,2016-12-07 03:33:20,"iPhone",36349,7681,"Picture/link","Yes","Yes"
"Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville, North Carolina! See you… https://t.co/Z8sgJBWI09",2016,12,6,16,2016-12-06 21:17:45,"iPhone",70551,14229,"Picture/link","Yes","No"
"Join me tonight in Fayetteville, North Carolina at 7pm! 
#ThankYouTour2016 
Tickets: https://t.co/79AHq3NC0v https://t.co/KoZCE7JeG7",2016,12,6,11,2016-12-06 16:45:27,"iPhone",26859,6548,"Picture/link","Yes","Yes"
"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!",2016,12,6,8,2016-12-06 13:52:35,"Android",142149,43149,"Picture/link","Yes","No"
"#ThankYouTour2016 

12/6- North Carolina
https://t.co/79AHq3NC0v

12/8- Iowa
https://t.co/1IuRTVwMSx

12/9- Michiga… https://t.co/vcQaIJ8qoB",2016,12,5,18,2016-12-05 23:06:43,"iPhone",27088,8182,"Picture/link","No","Yes"
"I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development… https://t.co/OJKuDFhP3r",2016,12,5,8,2016-12-05 13:53:11,"iPhone",107237,27263,"Picture/link","No","No"
"their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea?  I don't think so!",2016,12,4,17,2016-12-04 22:30:22,"Android",52190,14534,"No picture/link","Yes","No"
"Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into..",2016,12,4,17,2016-12-04 22:23:55,"Android",67785,20693,"No picture/link","No","No"
".@FoxNews will be re-running ""Objectified: Donald Trump,"" the ratings hit produced by the great Harvey Levin of TMZ, at 8:00 P.M. Enjoy!",2016,12,4,16,2016-12-04 21:47:21,"Android",31503,6517,"No picture/link","Yes","No"
"The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!",2016,12,4,13,2016-12-04 18:58:43,"Android",95796,25661,"No picture/link","Yes","No"
"expensive mistake! THE UNITED STATES IS OPEN FOR BUSINESS",2016,12,4,7,2016-12-04 12:23:27,"Android",58437,14955,"No picture/link","Yes","No"
"these companies are able to move between all 50 states, with no tax or tariff being charged. Please be forewarned prior to making a very ...",2016,12,4,7,2016-12-04 12:21:01,"Android",42382,10361,"No picture/link","No","No"
"wanting to sell their product, cars, A.C. units etc., back across the border. This tax will make leaving financially difficult, but.....",2016,12,4,7,2016-12-04 12:05:35,"Android",40636,9696,"No picture/link","No","No"
"without retribution or consequence, is WRONG! There will be a tax on our soon to be strong border of 35% for these companies ......",2016,12,4,6,2016-12-04 11:57:41,"Android",48687,12344,"No picture/link","Yes","No"
"fires its employees, builds a new factory or plant in the other country, and then thinks it will sell its product back into the U.S.  ......",2016,12,4,6,2016-12-04 11:49:06,"Android",46519,12051,"No picture/link","No","No"
"The U.S. is going to substantialy reduce taxes and regulations on businesses, but any business that leaves our country for another country,",2016,12,4,6,2016-12-04 11:41:47,"Android",53615,13753,"No picture/link","No","No"
"Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad",2016,12,4,0,2016-12-04 05:13:58,"Android",115759,28107,"No picture/link","Yes","No"
"Our great VPE, @mike_pence, is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington.",2016,12,3,14,2016-12-03 19:13:01,"iPhone",39488,9253,"No picture/link","No","No"
"State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today; election next Saturday.",2016,12,3,14,2016-12-03 19:09:40,"iPhone",39201,9840,"No picture/link","No","No"
"""@TigerWoods: Can’t wait to get back out there and mix it up with the boys. –TW #heroworldchallenge"" Great to have you back Tiger - Special!",2016,12,3,11,2016-12-03 16:37:27,"Android",38024,9373,"No picture/link","Yes","Yes"
"Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!",2016,12,2,22,2016-12-03 03:06:41,"Android",64660,17536,"No picture/link","Yes","No"
"Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call.",2016,12,2,20,2016-12-03 01:41:30,"Android",123442,38992,"No picture/link","No","No"
"The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!",2016,12,2,19,2016-12-03 00:44:20,"Android",111515,24824,"No picture/link","Yes","No"
"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again!… https://t.co/sVNSNJE7Uf",2016,12,1,21,2016-12-02 02:45:18,"iPhone",72425,17363,"Picture/link","Yes","No"
"Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. 
Join me! Tickets: https://t.co/HiWqZvHv6M",2016,12,1,17,2016-12-01 22:52:10,"iPhone",31348,5589,"Picture/link","Yes","No"
"Nobody should be allowed to burn the American flag - if they do, there must be consequences - perhaps loss of citizenship or year in jail!",2016,11,29,6,2016-11-29 11:55:13,"Android",214725,73213,"No picture/link","Yes","No"
"I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!",2016,11,29,6,2016-11-29 11:34:42,"Android",73556,19087,"No picture/link","Yes","No"
"The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!",2016,11,29,6,2016-11-29 11:15:49,"Android",98361,21778,"No picture/link","Yes","No"
".@CNN is so embarrassed by their total  (100%) support of Hillary Clinton, and yet her loss in a landslide, that they don't know what to do.",2016,11,28,22,2016-11-29 03:03:59,"Android",92099,25320,"No picture/link","No","No"
"""@sdcritic:  @HighonHillcrest @jeffzeleny @CNN There is NO QUESTION THAT #voterfraud did take place, and in favor of #CorruptHillary !""",2016,11,28,21,2016-11-29 02:21:04,"Android",33822,9217,"No picture/link","Yes","Yes"
"""@FiIibuster: @jeffzeleny Pathetic - you have no sufficient evidence that Donald Trump did not suffer from voter fraud, shame! Bad reporter.",2016,11,28,21,2016-11-29 02:19:53,"Android",32699,7759,"No picture/link","Yes","No"
"""@JoeBowman12: @jeffzeleny just another generic CNN part time wannabe journalist !""  @CNN still doesn't get it. They will never learn!",2016,11,28,21,2016-11-29 02:15:54,"Android",31337,7705,"No picture/link","Yes","No"
"""@HighonHillcrest: @jeffzeleny what PROOF do u have DonaldTrump did not suffer from millions of FRAUD votes? Journalist? Do your job! @CNN""",2016,11,28,21,2016-11-29 02:14:04,"Android",30219,7958,"No picture/link","Yes","No"
"If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I will terminate deal.",2016,11,28,9,2016-11-28 14:02:06,"Android",84801,24731,"No picture/link","No","No"
"Serious voter fraud in Virginia, New Hampshire and California - so why isn't the media reporting on this? Serious bias - big problem!",2016,11,27,19,2016-11-28 00:31:54,"Android",102098,31306,"No picture/link","Yes","No"
"states instead of the 15 states that I visited. I would have won even more easily and convincingly (but smaller states are forgotten)!",2016,11,27,15,2016-11-27 20:41:32,"Android",48659,10878,"No picture/link","Yes","No"
"It would have been much easier for me to win the so-called popular vote than the Electoral College in that I would only campaign in 3 or 4--",2016,11,27,15,2016-11-27 20:34:18,"Android",48526,11600,"No picture/link","No","No"
"In addition to winning the Electoral College in a landslide, I won the popular vote if you deduct the millions of people who voted illegally",2016,11,27,15,2016-11-27 20:30:43,"Android",163202,53772,"No picture/link","No","No"
"Trump is going to be our President. We owe him an open mind and the chance to lead."" So much time and money will be spent - same result! Sad",2016,11,27,8,2016-11-27 13:29:30,"Android",74864,17304,"No picture/link","Yes","No"
"this election. That is a direct threat to our democracy."" She then said, ""We have to accept the results and look to the future, Donald --",2016,11,27,8,2016-11-27 13:23:18,"Android",50352,12712,"No picture/link","No","No"
"of position."" Then, separately she stated, ""He said something truly horrifying ... he refused to say that he would respect the results of --",2016,11,27,8,2016-11-27 13:18:06,"Android",39419,9610,"No picture/link","No","No"
"during a general election. I, for one, am appalled that somebody that is the nominee of one of our two major parties would take that kind --",2016,11,27,8,2016-11-27 13:08:05,"Android",38298,9129,"No picture/link","No","No"
"and fair elections. We've accepted the outcomes when we may not have liked them, and that is what must be expected of anyone standing on a -",2016,11,27,8,2016-11-27 13:01:08,"Android",41436,10037,"No picture/link","No","No"
"Hillary's debate answer on delay: ""That is horrifying. That is not the way our democracy works. Been around for 240 years. We've had free --",2016,11,27,7,2016-11-27 12:55:03,"Android",44515,11336,"No picture/link","No","No"
"Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change",2016,11,27,7,2016-11-27 12:19:31,"Android",97402,26922,"No picture/link","No","No"
"The Democrats, when they incorrectly thought they were going to win, asked that the election night tabulation be accepted. Not so anymore!",2016,11,26,22,2016-11-27 03:59:52,"Android",101025,31757,"No picture/link","Yes","No"
"The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems",2016,11,26,19,2016-11-27 00:31:32,"Android",98701,32271,"No picture/link","No","No"
"Fidel Castro is dead!",2016,11,26,8,2016-11-26 13:08:11,"Android",210686,100251,"No picture/link","Yes","No"
"I am working hard, even on Thanksgiving, trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROGRESS - Will know soon!",2016,11,24,10,2016-11-24 15:11:58,"Android",139605,31028,"No picture/link","Yes","No"
"Happy Thanksgiving to everyone. We will, together, MAKE AMERICA GREAT AGAIN!",2016,11,23,22,2016-11-24 03:30:36,"Android",186403,48991,"No picture/link","Yes","No"
"Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Th… https://t.co/RY9mGGjrXm",2016,11,23,21,2016-11-24 02:17:26,"iPhone",167827,48771,"Picture/link","No","No"
"Bus crash in Tennessee so sad &amp; so terrible. Condolences to all family members and loved ones. These beautiful children will be remembered!",2016,11,22,19,2016-11-23 00:24:46,"Android",132963,27789,"No picture/link","Yes","No"
"'Jeff Sessions, a Fitting Selection for Attorney General'
https://t.co/LjKTkAZSFy",2016,11,22,8,2016-11-22 13:39:46,"iPhone",38149,10574,"Picture/link","No","No"
"'President-elect Donald J. Trump's CIA Director Garners Praise'
https://t.co/UFdLWtwBEQ https://t.co/MrPaG7OziQ",2016,11,22,8,2016-11-22 13:38:17,"iPhone",31369,8669,"Picture/link","No","No"
"Great meetings will take place today at Trump Tower concerning the formation of the people who will run our government for the next 8 years.",2016,11,22,6,2016-11-22 11:46:57,"Android",81223,17175,"No picture/link","No","No"
"The failing @nytimes just announced that complaints about them are at a 15 year high. I can fully understand that - but why announce?",2016,11,22,6,2016-11-22 11:36:46,"Android",50175,12034,"Picture/link","No","No"
"Perhaps a new meeting will be set up with the @nytimes. In the meantime they continue to cover me inaccurately and with a nasty tone!",2016,11,22,6,2016-11-22 11:31:18,"Android",39188,9499,"No picture/link","Yes","No"
"I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice",2016,11,22,6,2016-11-22 11:16:45,"Android",68938,17485,"No picture/link","No","No"
"Many people would like to see @Nigel_Farage represent Great Britain as their Ambassador to the United States. He would do a great job!",2016,11,21,21,2016-11-22 02:22:16,"Android",66731,22457,"No picture/link","Yes","No"
"Prior to the election it was well known that I have interests in properties all over the world.Only the crooked media makes this a big deal!",2016,11,21,21,2016-11-22 02:14:21,"Android",79921,19012,"No picture/link","Yes","No"
"I have always had a good relationship with Chuck Schumer. He is far smarter than Harry R and has the ability to get things done. Good news!",2016,11,20,9,2016-11-20 14:05:01,"Android",55975,11512,"No picture/link","Yes","No"
"General James ""Mad Dog"" Mattis, who is being considered for Secretary of Defense, was very impressive yesterday. A true General's General!",2016,11,20,8,2016-11-20 13:39:05,"Android",83037,21847,"No picture/link","Yes","No"
"I watched parts of @nbcsnl Saturday Night Live last night. It is a totally one-sided, biased show - nothing funny at all. Equal time for us?",2016,11,20,8,2016-11-20 13:26:04,"Android",69335,16107,"No picture/link","No","No"
"Numerous patriots will be coming to Bedminster today as I continue to fill out the various positions necessary to MAKE AMERICA GREAT AGAIN!",2016,11,20,6,2016-11-20 11:44:23,"Android",68530,14049,"No picture/link","Yes","No"
"The cast and producers of Hamilton, which I hear is highly overrated, should immediately apologize to Mike Pence for their terrible behavior",2016,11,20,6,2016-11-20 11:22:34,"Android",105055,25686,"No picture/link","No","No"
"The Theater must always be a safe and special place.The cast of Hamilton was very rude last night to a very good man, Mike Pence. Apologize!",2016,11,19,8,2016-11-19 13:56:30,"Android",150832,44014,"No picture/link","Yes","No"
"Our wonderful future V.P. Mike Pence was harassed last night at the theater by the cast of Hamilton, cameras blazing.This should not happen!",2016,11,19,8,2016-11-19 13:48:31,"Android",123234,34132,"No picture/link","Yes","No"
"The ONLY bad thing about winning the Presidency is that I did not have the time to go through a long but winning trial on Trump U. Too bad!",2016,11,19,8,2016-11-19 13:39:34,"Android",63040,13097,"No picture/link","Yes","No"
"I settled the Trump University lawsuit for a small fraction of the potential award because as President I have to focus on our country.",2016,11,19,8,2016-11-19 13:34:38,"Android",91200,16423,"No picture/link","No","No"
"Will be working all weekend in choosing the great men and women who will be helping to MAKE AMERICA GREAT AGAIN!",2016,11,18,17,2016-11-18 22:35:27,"Android",122162,26729,"No picture/link","Yes","No"
"I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their confidence in me!",2016,11,17,21,2016-11-18 02:15:28,"Android",118333,29402,"No picture/link","Yes","No"
"Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant in Kentucky - no Mexico",2016,11,17,21,2016-11-18 02:01:52,"Android",167051,49451,"No picture/link","No","No"
"My transition team, which is working long hours and doing a fantastic job, will be seeing many great candidates today. #MAGA",2016,11,17,7,2016-11-17 12:46:23,"Android",96897,21299,"No picture/link","No","Yes"
"Australia, New Zealand, and more. I am always available to them. @nytimes is just upset that they looked like fools in their coverage of me.",2016,11,16,7,2016-11-16 12:25:21,"Android",90981,24245,"No picture/link","No","No"
"I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia, U.K., China, Saudi Arabia, Japan,",2016,11,16,7,2016-11-16 12:17:12,"Android",89133,25823,"No picture/link","No","No"
"The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also, I have spoken to many foreign leaders.",2016,11,16,7,2016-11-16 12:12:30,"Android",77855,20940,"No picture/link","No","No"
"I am not trying to get ""top level security clearance"" for my children. This was a typically false news story.",2016,11,16,6,2016-11-16 11:28:57,"Android",100327,31267,"No picture/link","No","No"
"Very organized process taking place as I decide on Cabinet and many other positions. I am the only one who knows who the finalists are!",2016,11,15,21,2016-11-16 02:55:34,"Android",120100,27667,"No picture/link","Yes","No"
"The Electoral College is actually genius in that it brings all states, including the smaller ones, into play. Campaigning is much different!",2016,11,15,8,2016-11-15 13:40:29,"Android",128586,39411,"No picture/link","Yes","No"
"If the election were based on total popular vote I would have campaigned in  N.Y. Florida and California and won even bigger and more easily",2016,11,15,8,2016-11-15 13:34:43,"Android",179940,50024,"No picture/link","No","No"
"The debates, especially the second and third, plus speeches and intensity of the large rallies, plus OUR GREAT SUPPORTERS, gave us the win!",2016,11,13,13,2016-11-13 18:46:36,"iPhone",113633,23537,"No picture/link","Yes","No"
"I will be interviewed on @60Minutes tonight after the NFL game - 7:00 P.M. Enjoy!",2016,11,13,11,2016-11-13 16:33:26,"Android",78388,16471,"No picture/link","Yes","No"
"The @nytimes states today that DJT believes ""more countries should acquire nuclear weapons."" How dishonest are they. I never said this!",2016,11,13,11,2016-11-13 16:03:21,"Android",93918,29499,"No picture/link","Yes","No"
"Governor John Kasich of the GREAT, GREAT, GREAT State of Ohio called to congratulate me on the win. The people of Ohio were incredible!",2016,11,13,10,2016-11-13 15:28:52,"Android",125131,22763,"No picture/link","Yes","No"
"Jeb Bush, George W and George H.W. all called to express their best wishes on the win. Very nice!",2016,11,13,10,2016-11-13 15:23:28,"Android",107876,18193,"No picture/link","Yes","No"
"Mitt Romney called to congratulate me on the win. Very nice!",2016,11,13,9,2016-11-13 14:45:28,"Android",111171,15553,"No picture/link","Yes","No"
"The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me. I wonder if it will change - doubt it?",2016,11,13,9,2016-11-13 14:43:09,"Android",87385,22281,"No picture/link","No","No"
"Wow, the @nytimes is losing thousands of subscribers because of their very poor and highly inaccurate coverage of the ""Trump phenomena""",2016,11,13,9,2016-11-13 14:16:46,"Android",127724,35195,"No picture/link","No","No"
"This will prove to be a great time in the lives of ALL Americans. We will unite and we will win, win, win!",2016,11,12,10,2016-11-12 15:05:33,"Android",202454,53907,"No picture/link","Yes","No"
"Today we express our deepest gratitude to all those who have served in our armed forces. #ThankAVet https://t.co/wPk7QWpK8Z",2016,11,11,10,2016-11-11 15:26:37,"iPhone",169489,47389,"Picture/link","No","Yes"
"Busy day planned in New York. Will soon be making some very important decisions on the people who will be running our government!",2016,11,11,8,2016-11-11 13:33:35,"Android",178821,33511,"No picture/link","Yes","No"
"Love the fact that the small groups of protesters last night have passion for our great country. We will all come together and be proud!",2016,11,11,6,2016-11-11 11:14:20,"Android",222469,56356,"Picture/link","Yes","No"
"Just had a very open and successful presidential election. Now professional protesters, incited by the media, are protesting. Very unfair!",2016,11,10,21,2016-11-11 02:19:44,"Android",232368,69956,"No picture/link","Yes","No"
"A fantastic day in D.C. Met with President Obama for first time. Really good meeting, great chemistry. Melania liked Mrs. O a lot!",2016,11,10,21,2016-11-11 02:10:46,"Android",193302,38049,"No picture/link","Yes","No"
